Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total,,,,,
7/11/2015,76,18,45,248,387,,,,,
8/11/2015,76,29,51,267,423,,,,,
9/11/2015,122,49,84,508,763,,,,,
10/11/2015,160,86,408,791,1445,,,,,
11/11/2015,204,160,471,885,1720,,,,,
12/11/2015,536,196,533,1004,2269,,,,,
13-11-2015,989,267,737,1243,3236,,,,,
14-11-2015,1436,375,1090,1634,4535,,,,,
15-11-2015,1626,443,1150,1869,5088,,,,,
16-11-2015,2044,619,1657,2703,7023,,,,,
17-11-2015,2823,698,2011,3197,8729,,,,,
18-11-2015,2478,692,2129,3040,8339,,,,,
19-11-2015,2755,654,2228,3132,8769,,,,,
20-11-2015,2745,625,2415,3268,9053,,,,,
21-11-2015,2730,617,2605,3197,9149,,,,,
22-11-2015,2748,613,2790,3172,9323,,,,,
23-11-2015,2727,654,2833,3223,9437,,,,,
24-11-2015,2792,697,2872,3223,9584,,,,,
25-11-2015,2669,691,2853,3191,9404,,,,,
26-11-2015,2627,668,2825,3140,9260,,,,,
27-11-2015,2669,648,2775,3120,9212,,,,,
28-11-2015,2715,624,2763,3125,9227,,,,,
29-11-2015,2745,607,2790,3132,9274,,,,,
30-11-2015,2681,593,2792,3126,9192,,,,,
1/12/2015,2745,595,2790,3141,9271,,,,,
2/12/2015,2807,804,3166,3396,10173,,,,,
3/12/2015,2669,896,2996,3094,9655,,,,,
4/12/2015,2669,880,2730,3132,9411,,,,,
5/12/2015,2609,809,2745,3108,9271,,,,,
6/12/2015,2521,762,2786,3053,9122,,,,,
7/12/2015,2323,790,2880,3035,9028,,,,,
8/12/2015,2507,795,2823,2986,9111,,,,,
9/12/2015,2595,772,2827,3002,9196,,,,,
10/12/2015,2521,762,2833,2984,9100,,,,,
11/12/2015,2636,731,2868,2986,9221,,,,,
12/12/2015,2807,706,2910,2991,9414,,,,,
13-12-2015,2905,697,2932,3028,9562,,,,,
14-12-2015,2966,697,2932,3075,9670,,,,,
15-12-2015,3005,697,2934,3123,9759,,,,,
16-12-2015,3022,693,2934,3169,9818,,,,,
17-12-2015,3028,691,2934,3215,9868,,,,,
18-12-2015,3028,690,2932,3208,9858,,,,,
19-12-2015,3064,688,2928,3208,9888,,,,,
20-12-2015,3061,680,2920,3208,9869,,,,,
21-12-2015,3061,685,2914,3208,9868,,,,,
22-12-2015,3064,673,2932,3208,9877,,,,,
23-12-2015,3061,692,2930,3208,9891,,,,,
24-12-2015,3061,704,2922,3208,9895,,,,,
25-12-2015,3077,716,2914,3208,9915,,,,,
26-12-2015,3087,725,2908,3205,9925,,,,,
27-12-2015,3095,731,2904,3199,9929,,,,,
28-12-2015,3101,730,2896,3187,9914,,,,,
29-12-2015,3104,727,2888,3179,9898,,,,,
30-12-2015,3108,723,2880,3171,9882,,,,,
31-12-2015,3111,721,2872,3162,9866,,,,,
1/1/2016,3114,717,2864,3153,9848,,,,,
2/1/2016,3118,716,2856,3143,9833,,,,,
3/1/2016,3121,712,2849,3133,9815,,,,,
4/1/2016,3124,707,2841,3123,9795,,,,,
5/1/2016,3128,703,2833,3113,9777,,,,,
6/1/2016,3131,697,2825,3105,9758,,,,,
7/1/2016,3135,692,2817,3099,9743,,,,,
8/1/2016,3159,688,2808,3091,9746,,,,,
9/1/2016,3159,681,2800,3083,9723,,,,,
10/1/2016,3159,673,2792,3075,9699,,,,,
11/1/2016,3167,664,2784,3069,9684,,,,,
12/1/2016,3175,655,2776,3061,9667,,,,,
13-01-2016,3186,648,2768,3053,9655,,,,,
14-01-2016,3194,643,2760,3045,9642,,,,,
15-01-2016,3213,628,2744,3025,9610,,,,,
16-01-2016,3213,628,2744,3025,9610,,,,,
17-01-2016,3221,622,2736,3015,9594,,,,,
18-01-2016,3231,616,2728,3005,9580,,,,,
19-01-2016,3231,610,2720,2996,9557,,,,,
20-01-2016,3231,604,2713,2986,9534,,,,,
21-01-2016,3224,598,2705,2976,9503,,,,,
22-01-2016,3186,593,2709,2966,9454,,,,,
23-01-2016,3159,588,2718,2955,9420,,,,,
24-01-2016,3111,583,2728,2945,9367,,,,,
25-01-2016,3064,578,2741,2945,9328,,,,,
26-01-2016,3015,571,2755,2935,9276,,,,,
27-01-2016,2960,565,2767,2935,9227,,,,,
28-01-2016,2896,559,2778,2939,9172,,,,,
29-01-2016,2832,544,2790,2944,9110,,,,,
30-01-2016,2767,540,2803,2965,9075,,,,,
31-01-2016,2696,537,2813,2983,9029,,,,,
1/2/2016,2627,533,2827,3018,9005,,,,,
2/2/2016,2559,529,2839,3042,8969,,,,,
3/2/2016,2489,525,2847,3061,8922,,,,,
4/2/2016,2424,521,2854,3077,8876,,,,,
5/2/2016,2365,516,2866,3096,8843,,,,,
6/2/2016,2304,511,2880,3115,8810,,,,,
7/2/2016,2255,505,2894,3135,8789,,,,,
8/2/2016,2190,500,2908,3154,8752,,,,,
9/2/2016,2155,495,2922,3158,8730,,,,,
10/2/2016,2150,489,2928,3148,8715,,,,,
11/2/2016,2145,483,2934,3138,8700,,,,,
12/2/2016,2140,477,2922,3127,8666,,,,,
13-02-2016,2137,471,2910,3112,8630,,,,,
14-02-2016,2137,471,2910,3112,8630,,,,,
15-02-2016,2127,459,2886,3080,8552,,,,,
16-02-2016,2121,453,2874,3064,8512,,,,,
17-02-2016,2116,447,2862,3050,8475,,,,,
18-02-2016,2111,441,2851,3037,8440,,,,,
19-02-2016,2106,435,2839,3024,8404,,,,,
20-02-2016,2100,429,2827,3011,8367,,,,,
21-02-2016,2095,423,2815,2998,8331,,,,,
22-02-2016,2090,417,2803,2986,8296,,,,,
23-02-2016,2085,411,2792,2970,8258,,,,,
24-02-2016,2080,405,2780,2956,8221,,,,,
25-02-2016,2074,399,2769,2941,8183,,,,,
26-02-2016,2069,394,2757,2926,8146,,,,,
27-02-2016,2064,389,2745,2910,8108,,,,,
28-02-2016,2059,385,2734,2892,8070,,,,,
29-02-2016,2054,380,2722,2874,8030,,,,,
1/3/2016,2049,376,2711,2855,7991,,,,,
2/3/2016,2044,372,2699,2840,7955,,,,,
3/3/2016,2039,368,2688,2825,7920,,,,,
4/3/2016,2033,364,2676,2810,7883,,,,,
5/3/2016,2028,360,2665,2795,7848,,,,,
6/3/2016,2023,356,2653,2780,7812,,,,,
7/3/2016,2018,352,2642,2765,7777,,,,,
8/3/2016,2013,348,2630,2750,7741,,,,,
9/3/2016,2008,344,2618,2735,7705,,,,,
10/3/2016,2003,340,2605,2720,7668,,,,,
11/3/2016,1998,336,2593,2705,7632,,,,,
12/3/2016,1993,332,2581,2690,7596,,,,,
13-03-2016,1990,328,2569,2675,7562,,,,,
14-03-2016,1988,324,2557,2660,7529,,,,,
15-03-2016,1983,320,2544,2645,7492,,,,,
16-03-2016,1978,316,2532,2630,7456,,,,,
17-03-2016,1975,312,2520,2615,7422,,,,,
18-03-2016,1973,308,2509,2600,7390,,,,,
19-03-2016,1968,304,2497,2584,7353,,,,,
20-03-2016,1965,300,2485,2568,7318,,,,,
21-03-2016,1960,296,2473,2552,7281,,,,,
22-03-2016,1958,292,2461,2536,7247,,,,,
23-03-2016,1953,288,2449,2520,7210,,,,,
24-03-2016,1948,284,2438,2505,7175,,,,,
25-03-2016,1948,284,2438,2505,7175,,,,,
26-03-2016,1938,276,2415,2474,7103,,,,,
27-03-2016,1933,272,2403,2458,7066,,,,,
28-03-2016,1928,268,2392,2442,7030,,,,,
29-03-2016,1923,264,2380,2426,6993,,,,,
30-03-2016,1918,260,2369,2410,6957,,,,,
31-03-2016,1916,256,2357,2394,6923,,,,,
1/4/2016,1911,252,2346,2378,6887,,,,,
2/4/2016,1906,248,2331,2362,6847,,,,,
3/4/2016,1901,244,2316,2346,6807,,,,,
4/4/2016,1896,240,2302,2330,6768,,,,,
5/4/2016,1891,236,2287,2314,6728,,,,,
6/4/2016,1886,232,2272,2298,6688,,,,,
7/4/2016,1882,228,2255,2282,6647,,,,,
8/4/2016,1877,224,2239,2266,6606,,,,,
9/4/2016,1872,220,2223,2250,6565,,,,,
10/4/2016,1867,216,2207,2234,6524,,,,,
11/4/2016,1862,212,2191,2218,6483,,,,,
12/4/2016,1857,208,2175,2202,6442,,,,,
13-04-2016,1853,204,2159,2186,6402,,,,,
14-04-2016,1853,204,2159,2186,6402,,,,,
15-04-2016,1843,196,2127,2154,6320,,,,,
16-04-2016,1838,192,2111,2138,6279,,,,,
17-04-2016,1838,192,2111,2138,6279,,,,,
18-04-2016,1829,184,2078,2106,6197,,,,,
19-04-2016,1829,184,2078,2106,6197,,,,,
20-04-2016,1746,176,2045,2128,6095,,,,,
21-04-2016,1698,172,2028,2145,6043,,,,,
22-04-2016,1651,168,2011,2150,5980,,,,,
23-04-2016,1651,168,2011,2150,5980,,,,,
24-04-2016,1557,160,1977,2189,5883,,,,,
25-04-2016,1510,156,1960,2208,5834,,,,,
26-04-2016,1489,152,1943,2208,5792,,,,,
27-04-2016,1438,148,1928,2227,5741,,,,,
28-04-2016,1387,144,1911,2247,5689,,,,,
29-04-2016,1338,135,1901,2266,5640,,,,,
30-04-2016,1288,127,1891,2286,5592,,,,,
1/5/2016,1239,120,1881,2307,5547,,,,,
2/5/2016,1190,113,1871,2328,5502,,,,,
3/5/2016,1142,106,1861,2348,5457,,,,,
4/5/2016,1095,101,1850,2368,5414,,,,,
5/5/2016,1048,99,1836,2388,5371,,,,,
6/5/2016,1001,97,1821,2407,5326,,,,,
7/5/2016,954,96,1807,2426,5283,,,,,
8/5/2016,930,95,1792,2445,5262,,,,,
9/5/2016,927,94,1779,2429,5229,,,,,
10/5/2016,924,93,1766,2413,5196,,,,,
11/5/2016,919,92,1753,2398,5162,,,,,
12/5/2016,917,90,1740,2384,5131,,,,,
13-05-2016,914,89,1727,2370,5100,,,,,
14-05-2016,911,87,1713,2356,5067,,,,,
15-05-2016,911,87,1713,2356,5067,,,,,
16-05-2016,905,85,1684,2328,5002,,,,,
17-05-2016,902,84,1671,2374,5031,,,,,
18-05-2016,917,91,1724,2464,5196,,,,,
19-05-2016,1079,98,1782,2493,5452,,,,,
20-05-2016,1111,98,1775,2483,5467,,,,,
21-05-2016,1111,96,1761,2470,5438,,,,,
22-05-2016,1107,94,1747,2457,5405,,,,,
23-05-2016,1103,92,1732,2443,5370,,,,,
24-05-2016,1100,91,1719,2430,5340,,,,,
25-05-2016,1096,90,1705,2417,5308,,,,,
26-05-2016,1092,89,1692,2404,5277,,,,,
27-05-2016,1088,88,1679,2391,5246,,,,,
28-05-2016,1084,87,1665,2375,5211,,,,,
29-05-2016,1079,86,1652,2358,5175,,,,,
30-05-2016,1074,85,1638,2342,5139,,,,,
31-05-2016,1070,84,1624,2326,5104,,,,,
1/6/2016,1065,83,1611,2310,5069,,,,,
2/6/2016,1062,82,1597,2294,5035,,,,,
3/6/2016,1057,81,1584,2278,5000,,,,,
4/6/2016,1054,81,1570,2262,4967,,,,,
5/6/2016,1050,80,1557,2246,4933,,,,,
6/6/2016,1045,80,1543,2230,4898,,,,,
7/6/2016,1042,79,1529,2214,4864,,,,,
8/6/2016,1038,82,1517,2236,4873,,,,,
9/6/2016,1038,82,1503,2247,4870,,,,,
10/6/2016,1035,82,1489,2236,4842,,,,,
11/6/2016,1030,82,1476,2220,4808,,,,,
12/6/2016,1026,82,1462,2204,4774,,,,,
13-06-2016,1021,82,1448,2188,4739,,,,,
14-06-2016,1018,82,1434,2172,4706,,,,,
15-06-2016,1014,82,1421,2156,4673,,,,,
16-06-2016,1010,82,1408,2140,4640,,,,,
17-06-2016,1007,82,1394,2124,4607,,,,,
18-06-2016,1004,81,1380,2108,4573,,,,,
19-06-2016,999,81,1367,2092,4539,,,,,
20-06-2016,999,81,1354,2076,4510,,,,,
21-06-2016,999,81,1339,2060,4479,,,,,
22-06-2016,1029,81,1325,2044,4479,,,,,
23-06-2016,1039,81,1312,2028,4460,,,,,
24-06-2016,1041,81,1298,2012,4432,,,,,
25-06-2016,1041,80,1282,1996,4399,,,,,
26-06-2016,1036,80,1269,1996,4381,,,,,
27-06-2016,1033,80,1256,1996,4365,,,,,
28-06-2016,1029,80,1242,1980,4331,,,,,
29-06-2016,1026,80,1230,2002,4338,,,,,
30-06-2016,1021,80,1216,1993,4310,,,,,
1/7/2016,1018,80,1202,1977,4277,,,,,
2/7/2016,1015,79,1189,1961,4244,,,,,
3/7/2016,1013,79,1175,1945,4212,,,,,
4/7/2016,1010,79,1161,1929,4179,,,,,
5/7/2016,1013,79,1147,1915,4154,,,,,
6/7/2016,1010,79,1133,1901,4123,,,,,
7/7/2016,1007,79,1118,1901,4105,,,,,
8/7/2016,1004,79,1104,1895,4082,,,,,
9/7/2016,982,79,1090,1882,4033,,,,,
10/7/2016,950,79,1090,1869,3988,,,,,
11/7/2016,917,79,1096,1856,3948,,,,,
12/7/2016,884,79,1103,1843,3909,,,,,
13-07-2016,851,79,1109,1830,3869,,,,,
14-07-2016,818,79,1115,1817,3829,,,,,
15-07-2016,825,79,1117,1804,3825,,,,,
16-07-2016,805,79,1120,1791,3795,,,,,
17-07-2016,776,79,1124,1778,3757,,,,,
18-07-2016,744,79,1128,1765,3716,,,,,
19-07-2016,715,78,1133,1752,3678,,,,,
20-07-2016,682,77,1137,1739,3635,,,,,
21-07-2016,649,76,1141,1726,3592,,,,,
22-07-2016,615,75,1144,1711,3545,,,,,
23-07-2016,582,74,1148,1696,3500,,,,,
24-07-2016,549,73,1152,1681,3455,,,,,
25-07-2016,517,73,1156,1666,3412,,,,,
26-07-2016,514,73,1160,1651,3398,,,,,
27-07-2016,536,73,1147,1636,3392,,,,,
28-07-2016,559,73,1134,1621,3387,,,,,
29-07-2016,578,73,1121,1606,3378,,,,,
30-07-2016,597,73,1108,1591,3369,,,,,
31-07-2016,617,73,1095,1576,3361,,,,,
1/8/2016,643,73,1082,1561,3359,,,,,
2/8/2016,662,73,1069,1546,3350,,,,,
3/8/2016,662,73,1056,1531,3322,,,,,
4/8/2016,662,73,1042,1516,3293,,,,,
5/8/2016,662,73,1029,1501,3265,,,,,
6/8/2016,660,73,1015,1486,3234,,,,,
7/8/2016,656,73,1002,1471,3202,,,,,
8/8/2016,653,73,989,1456,3171,,,,,
9/8/2016,650,73,975,1441,3139,,,,,
10/8/2016,648,73,962,1426,3109,,,,,
11/8/2016,644,73,949,1428,3094,,,,,
12/8/2016,641,73,936,1416,3066,,,,,
13-08-2016,639,73,923,1401,3036,,,,,
14-08-2016,635,72,910,1386,3003,,,,,
15-08-2016,632,72,897,1371,2972,,,,,
16-08-2016,628,72,884,1356,2940,,,,,
17-08-2016,626,72,870,1341,2909,,,,,
18-08-2016,623,72,857,1326,2878,,,,,
19-08-2016,620,72,843,1311,2846,,,,,
20-08-2016,617,72,830,1296,2815,,,,,
21-08-2016,613,72,817,1281,2783,,,,,
22-08-2016,609,72,804,1266,2751,,,,,
23-08-2016,605,72,791,1251,2719,,,,,
24-08-2016,601,72,778,1236,2687,,,,,
25-08-2016,597,71,765,1221,2654,,,,,
26-08-2016,593,71,752,1206,2622,,,,,
27-08-2016,589,71,739,1191,2590,,,,,
28-08-2016,584,71,726,1176,2557,,,,,
29-08-2016,580,70,713,1161,2524,,,,,
30-08-2016,577,70,700,1153,2500,,,,,
31-08-2016,573,69,687,1153,2482,,,,,
1/9/2016,569,69,674,1145,2457,,,,,
2/9/2016,565,70,664,1159,2458,,,,,
3/9/2016,561,69,651,1153,2434,,,,,
4/9/2016,556,69,638,1153,2416,,,,,
5/9/2016,553,68,625,1142,2388,,,,,
6/9/2016,549,67,613,1127,2356,,,,,
7/9/2016,545,67,601,1112,2325,,,,,
8/9/2016,541,66,589,1097,2293,,,,,
9/9/2016,536,66,578,1082,2262,,,,,
10/9/2016,533,66,568,1067,2234,,,,,
11/9/2016,529,65,558,1083,2235,,,,,
12/9/2016,525,65,547,1084,2221,,,,,
13-09-2016,520,64,536,1071,2191,,,,,
14-09-2016,517,64,525,1058,2164,,,,,
15-09-2016,509,63,525,1045,2142,,,,,
16-09-2016,522,65,560,1045,2192,,,,,
17-09-2016,522,84,600,1070,2276,,,,,
18-09-2016,512,93,611,1073,2289,,,,,
19-09-2016,500,98,618,1060,2276,,,,,
20-09-2016,488,101,624,1047,2260,,,,,
21-09-2016,476,104,630,1034,2244,,,,,
22-09-2016,460,105,634,1021,2220,,,,,
23-09-2016,444,105,638,1008,2195,,,,,
24-09-2016,428,104,641,995,2168,,,,,
25-09-2016,412,103,643,982,2140,,,,,
26-09-2016,393,102,645,969,2109,,,,,
27-09-2016,372,101,647,956,2076,,,,,
28-09-2016,337,100,649,945,2031,,,,,
29-09-2016,314,100,653,975,2042,,,,,
30-09-2016,305,100,655,981,2041,,,,,
1/10/2016,285,100,658,972,2015,,,,,
2/10/2016,265,99,660,959,1983,,,,,
3/10/2016,246,98,662,946,1952,,,,,
4/10/2016,228,97,662,933,1920,,,,,
5/10/2016,212,96,660,920,1888,,,,,
6/10/2016,197,95,655,907,1854,,,,,
7/10/2016,172,93,641,881,1787,,,,,
8/10/2016,172,93,641,881,1787,,,,,
9/10/2016,161,92,633,868,1754,,,,,
10/10/2016,151,91,625,855,1722,,,,,
11/10/2016,142,90,617,842,1691,,,,,
12/10/2016,135,89,607,829,1660,,,,,
13-10-2016,129,88,597,816,1630,,,,,
14-10-2016,123,87,587,803,1600,,,,,
15-10-2016,117,86,576,790,1569,,,,,
16-10-2016,111,84,566,777,1538,,,,,
17-10-2016,105,82,556,764,1507,,,,,
18-10-2016,99,80,546,751,1476,,,,,
19-10-2016,93,78,536,738,1445,,,,,
20-10-2016,87,76,526,725,1414,,,,,
21-10-2016,90,74,516,712,1392,,,,,
22-10-2016,95,73,505,699,1372,,,,,
23-10-2016,162,72,494,686,1414,,,,,
24-10-2016,134,72,484,673,1363,,,,,
25-10-2016,163,72,474,660,1369,,,,,
26-10-2016,179,72,465,647,1363,,,,,
27-10-2016,191,72,456,634,1353,,,,,
28-10-2016,202,72,447,621,1342,,,,,
29-10-2016,213,72,438,608,1331,,,,,
30-10-2016,223,71,429,595,1318,,,,,
31-10-2016,229,71,420,582,1302,,,,,
1/11/2016,229,72,413,569,1283,,,,,
2/11/2016,229,73,412,556,1270,,,,,
3/11/2016,243,75,415,543,1276,,,,,
4/11/2016,250,77,430,530,1287,,,,,
5/11/2016,250,78,440,517,1285,,,,,
6/11/2016,246,78,444,504,1272,,,,,
7/11/2016,231,78,446,491,1246,,,,,
8/11/2016,215,78,447,478,1218,,,,,
9/11/2016,199,77,447,465,1188,,,,,
10/11/2016,183,76,445,452,1156,,,,,
11/11/2016,167,75,442,439,1123,,,,,
12/11/2016,152,74,438,426,1090,,,,,
13-11-2016,139,74,432,413,1058,,,,,
14-11-2016,129,74,425,408,1036,,,,,
15-11-2016,119,74,417,403,1013,,,,,
16-11-2016,110,74,410,393,987,,,,,
17-11-2016,104,74,403,380,961,,,,,
18-11-2016,100,73,395,367,935,,,,,
19-11-2016,95,73,386,354,908,,,,,
20-11-2016,91,73,376,341,881,,,,,
21-11-2016,87,73,366,328,854,,,,,
22-11-2016,83,73,356,317,829,,,,,
23-11-2016,80,73,346,309,808,,,,,
24-11-2016,77,73,336,299,785,,,,,
25-11-2016,74,73,326,290,763,,,,,
26-11-2016,71,73,315,279,738,,,,,
27-11-2016,74,73,305,271,723,,,,,
28-11-2016,101,73,295,263,732,,,,,
29-11-2016,131,73,286,255,745,,,,,
30-11-2016,163,73,277,247,760,,,,,
1/12/2016,194,72,268,240,774,,,,,
2/12/2016,243,73,268,245,829,,,,,
3/12/2016,285,79,301,268,933,,,,,
4/12/2016,319,84,335,270,1008,,,,,
5/12/2016,347,84,342,272,1045,,,,,
6/12/2016,363,84,348,272,1067,,,,,
7/12/2016,376,84,360,265,1085,,,,,
8/12/2016,389,84,372,258,1103,,,,,
9/12/2016,404,84,383,251,1122,,,,,
10/12/2016,416,83,394,244,1137,,,,,
11/12/2016,425,82,405,237,1149,,,,,
12/12/2016,436,84,425,245,1190,,,,,
13-12-2016,528,121,499,518,1666,,,,,
14-12-2016,597,118,527,648,1890,,,,,
15-12-2016,630,115,542,673,1960,,,,,
16-12-2016,649,111,547,673,1980,,,,,
17-12-2016,649,111,547,673,1980,,,,,
18-12-2016,658,103,545,660,1966,,,,,
19-12-2016,660,99,543,651,1953,,,,,
20-12-2016,660,95,539,641,1935,,,,,
21-12-2016,657,92,534,631,1914,,,,,
22-12-2016,653,89,529,620,1891,,,,,
23-12-2016,649,88,524,609,1870,,,,,
24-12-2016,645,87,517,599,1848,,,,,
25-12-2016,641,86,509,589,1825,,,,,
26-12-2016,637,85,501,580,1803,,,,,
27-12-2016,633,84,493,573,1783,,,,,
28-12-2016,630,84,485,566,1765,,,,,
29-12-2016,627,83,477,559,1746,,,,,
30-12-2016,624,83,468,552,1727,,,,,
31-12-2016,620,83,459,544,1706,,,,,
1/1/2017,617,82,450,537,1686,,,,,
2/1/2017,613,82,441,530,1666,,,,,
3/1/2017,609,82,432,523,1646,,,,,
4/1/2017,605,82,423,516,1626,,,,,
5/1/2017,1018,505,1557,1822,4902,,,,,
6/1/2017,597,81,407,503,1588,,,,,
7/1/2017,593,81,399,497,1570,,,,,
8/1/2017,589,81,393,491,1554,,,,,
9/1/2017,586,80,387,485,1538,,,,,
10/1/2017,582,80,381,479,1522,,,,,
11/1/2017,578,80,375,471,1504,,,,,
12/1/2017,574,79,369,465,1487,,,,,
13-01-2017,570,79,363,459,1471,,,,,
14-01-2017,566,79,357,452,1454,,,,,
15-01-2017,563,78,351,446,1438,,,,,
16-01-2017,560,78,345,440,1423,,,,,
17-01-2017,556,78,339,434,1407,,,,,
18-01-2017,553,78,333,427,1391,,,,,
19-01-2017,550,78,327,421,1376,,,,,
20-01-2017,546,78,321,415,1360,,,,,
21-01-2017,546,78,315,408,1347,,,,,
22-01-2017,551,77,311,401,1340,,,,,
23-01-2017,558,77,306,394,1335,,,,,
24-01-2017,569,77,302,387,1335,,,,,
25-01-2017,583,77,297,381,1338,,,,,
26-01-2017,603,77,293,375,1348,,,,,
27-01-2017,626,76,289,369,1360,,,,,
28-01-2017,649,75,286,363,1373,,,,,
29-01-2017,660,73,282,357,1372,,,,,
30-01-2017,683,72,289,351,1395,,,,,
31-01-2017,703,71,297,345,1416,,,,,
1/2/2017,724,69,305,339,1437,,,,,
2/2/2017,736,68,313,333,1450,,,,,
3/2/2017,749,67,321,326,1463,,,,,
4/2/2017,749,67,321,326,1463,,,,,
5/2/2017,749,67,321,326,1463,,,,,
6/2/2017,778,62,353,308,1501,,,,,
7/2/2017,785,61,364,302,1512,,,,,
8/2/2017,791,59,375,296,1521,,,,,
9/2/2017,796,58,387,290,1531,,,,,
10/2/2017,799,56,400,283,1538,,,,,
11/2/2017,797,55,414,276,1542,,,,,
12/2/2017,797,53,428,269,1547,,,,,
13-02-2017,796,52,444,263,1555,,,,,
14-02-2017,797,50,460,256,1563,,,,,
15-02-2017,798,49,477,248,1572,,,,,
16-02-2017,804,47,496,240,1587,,,,,
17-02-2017,815,46,516,232,1609,,,,,
18-02-2017,815,46,516,232,1609,,,,,
19-02-2017,837,43,557,217,1654,,,,,
20-02-2017,842,41,577,208,1668,,,,,
21-02-2017,842,40,597,199,1678,,,,,
22-02-2017,840,38,617,193,1688,,,,,
23-02-2017,833,37,637,186,1693,,,,,
24-02-2017,833,35,657,179,1704,,,,,
25-02-2017,835,34,676,173,1718,,,,,
26-02-2017,835,34,676,173,1718,,,,,
27-02-2017,825,31,714,161,1731,,,,,
28-02-2017,818,29,724,155,1726,,,,,
1/3/2017,799,28,720,162,1709,,,,,
2/3/2017,789,26,716,177,1708,,,,,
3/3/2017,775,25,712,191,1703,,,,,
4/3/2017,759,23,706,206,1694,,,,,
5/3/2017,740,22,700,220,1682,,,,,
6/3/2017,721,20,694,234,1669,,,,,
7/3/2017,703,19,688,248,1658,,,,,
8/3/2017,683,17,681,262,1643,,,,,
9/3/2017,662,16,674,277,1629,,,,,
10/3/2017,641,15,667,295,1618,,,,,
11/3/2017,620,14,659,313,1606,,,,,
12/3/2017,595,13,652,331,1591,,,,,
13-03-2017,569,12,645,350,1576,,,,,
14-03-2017,549,11,638,368,1566,,,,,
15-03-2017,528,10,631,386,1555,,,,,
16-03-2017,507,9,624,404,1544,,,,,
17-03-2017,488,8,617,422,1535,,,,,
18-03-2017,466,7,609,440,1522,,,,,
19-03-2017,441,6,601,458,1506,,,,,
20-03-2017,416,6,593,476,1491,,,,,
21-03-2017,391,6,585,494,1476,,,,,
22-03-2017,366,5,596,512,1479,,,,,
23-03-2017,342,4,606,512,1464,,,,,
24-03-2017,317,3,614,506,1440,,,,,
25-03-2017,292,2,622,501,1417,,,,,
26-03-2017,269,1,629,495,1394,,,,,
27-03-2017,248,0,635,490,1373,,,,,
28-03-2017,225,0,641,485,1351,,,,,
29-03-2017,204,0,645,480,1329,,,,,
30-03-2017,185,0,647,475,1307,,,,,
31-03-2017,170,0,647,469,1286,,,,,
1/4/2017,160,0,646,463,1269,,,,,
2/4/2017,146,0,645,457,1248,,,,,
3/4/2017,134,0,643,451,1228,,,,,
4/4/2017,125,0,640,446,1211,,,,,
5/4/2017,118,0,636,441,1195,,,,,
6/4/2017,112,0,631,436,1179,,,,,
7/4/2017,110,0,624,431,1165,,,,,
8/4/2017,107,0,617,426,1150,,,,,
9/4/2017,105,0,609,420,1134,,,,,
10/4/2017,103,0,601,415,1119,,,,,
11/4/2017,100,0,593,408,1101,,,,,
12/4/2017,98,0,585,403,1086,,,,,
13-04-2017,96,0,577,397,1070,,,,,
14-04-2017,94,0,568,392,1054,,,,,
15-04-2017,92,0,560,387,1039,,,,,
16-04-2017,90,0,551,381,1022,,,,,
17-04-2017,88,0,543,375,1006,,,,,
18-04-2017,86,0,534,368,988,,,,,
19-04-2017,84,0,526,360,970,,,,,
20-04-2017,82,0,517,354,953,,,,,
21-04-2017,80,0,508,348,936,,,,,
22-04-2017,78,0,499,342,919,,,,,
23-04-2017,76,0,490,336,902,,,,,
24-04-2017,74,0,481,330,885,,,,,
25-04-2017,71,0,472,325,868,,,,,
26-04-2017,69,0,463,320,852,,,,,
27-04-2017,67,0,454,315,836,,,,,
28-04-2017,64,0,445,310,819,,,,,
29-04-2017,62,0,436,303,801,,,,,
30-04-2017,60,0,427,295,782,,,,,
1/5/2017,58,0,418,287,763,,,,,
2/5/2017,57,0,409,280,746,,,,,
3/5/2017,56,0,400,273,729,,,,,
4/5/2017,55,0,391,266,712,,,,,
5/5/2017,54,0,382,259,695,,,,,
6/5/2017,53,0,373,252,678,,,,,
7/5/2017,52,0,364,246,662,,,,,
8/5/2017,51,0,355,240,646,,,,,
9/5/2017,50,0,346,232,628,,,,,
10/5/2017,54,0,337,225,616,,,,,
11/5/2017,53,0,328,219,600,,,,,
12/5/2017,52,0,319,213,584,,,,,
13-05-2017,51,0,310,207,568,,,,,
14-05-2017,50,0,301,200,551,,,,,
15-05-2017,49,0,292,194,535,,,,,
16-05-2017,49,0,284,188,521,,,,,
17-05-2017,48,0,276,183,507,,,,,
18-05-2017,48,0,268,177,493,,,,,
19-05-2017,47,0,260,171,478,,,,,
20-05-2017,46,0,252,165,463,,,,,
21-05-2017,46,0,244,159,449,,,,,
22-05-2017,45,0,236,151,432,,,,,
23-05-2017,45,0,229,143,417,,,,,
24-05-2017,44,0,222,136,402,,,,,
25-05-2017,43,0,215,130,388,,,,,
26-05-2017,43,0,208,124,375,,,,,
27-05-2017,42,0,201,119,362,,,,,
28-05-2017,42,0,194,114,350,,,,,
29-05-2017,41,0,187,109,337,,,,,
30-05-2017,41,0,180,104,325,,,,,
31-05-2017,40,0,173,99,312,,,,,
1/6/2017,39,0,166,93,298,,,,,
2/6/2017,38,0,159,88,285,,,,,
